file_name,Soma_surface,Soma_Surface$Total_sum,Surface$Total_sum,Volume$Total_sum,N_stems$Total_sum,N_bifs$Total_sum,N_branch$Total_sum,Width$Maximum,Height$Maximum,Depth$Maximum,Diameter$Average,EucDistance$Maximum,EucDistance$Total_sum,PathDistance$Maximum,PathDistance$Total_sum,Branch_Order$Maximum,Branch_Order$Average,Contraction$Average,Contraction$Maximum,Fragmentation$Average,Fragmentation$Maximum,Partition_asymmetry$Average,Pk_classic$Average,Pk_classic$Maximum,Bif_ampl_local$Average,Bif_ampl_local$Total_sum,Fractal_Dim$Total_sum,Fractal_Dim$Average,Bif_ampl_remote$Average,Bif_ampl_remote$Maximum,Length$Total_sum,Length$Average,Rall_Power$Average,cell_name,cell_type1,Soma_Width,Soma_Height
92-1-8.CNG.swc,24197.6,24197.6,12730.2,11803.4,7,26,59,331.33,460.13,370.42,0.696044,340.841,80333.3,439.164,121295,5,2.19458,0.894044,1,10.45,52,0.347436,1.55605,2,76.8462,1921.15,37.8699,1.02351,66.6888,150.083,5418.7,8.65606,0.316667,92-1-8,pyramidal,106.34,335.3
92-1-9.CNG.swc,21732.1,21732.1,11994.8,10363,5,26,57,273.29,482.85,290.78,0.606756,361.401,107508,518.84,158438,5,2.98854,0.865185,1,12.0345,55,0.432051,1.6261,2,75.6832,1892.08,37.1746,1.03263,74.9265,173.05,5220.16,7.48947,0.459,92-1-9,pyramidal,95.35,61.84
92-2-1.CNG.swc,14715.4,14715.4,7992,5332.83,5,15,35,331.14,375.67,243.16,0.833742,347.933,36553.1,500.606,50842.3,3,1.9529,0.861829,1,7.66667,38,0.277778,2.08278,6.13134,96.8539,1355.95,19.6205,1.03266,68.7645,124.724,3344.98,12.1636,0.8275,92-2-1,pyramidal,104.56,49.08
92-2-10.CNG.swc,7776.77,7776.77,8736.8,4792.12,7,19,45,412.28,315.13,226.12,0.661667,356.305,60816.2,450.499,86718.1,3,1.90316,0.894581,1,11,52,0.385965,1.51424,2,86.7136,1560.85,29.916,1.03159,82.4216,154.544,3975.4,7.87207,0.404,92-2-10,pyramidal,299.79,223.38
92-2-2.CNG.swc,56998.1,56998.1,14647,19643.9,5,28,61,389.07,497.18,260.58,0.708185,426.576,97445.4,574.658,136662,5,2.7423,0.896342,1,9.95161,40,0.24915,1.64131,2,78.1237,2109.34,32.9039,1.02825,65.9272,154.445,6548.58,10.6308,0.395,92-2-2,pyramidal,50.19,192.18
92-2-3.CNG.swc,40348.5,40348.5,10840.6,15302.1,5,19,43,288.99,478.81,217.78,0.951564,321.639,53580.7,416.234,70856.2,4,2.34901,0.87231,1,9.18182,39,0.461404,1.43987,2,66.4909,1196.84,23.5436,1.02363,59.1025,92.6888,3643.76,9.04158,0.448,92-2-3,pyramidal,151.44,318.92
92-2-4.CNG.swc,14591.9,14591.9,9336.39,5569.63,5,20,45,404.81,433.45,286.71,0.564278,364.281,85023.6,546.026,124658,4,2.39963,0.879027,1,11.6957,39,0.36,1.72724,2,72.8894,1384.9,34.8248,1.02426,75.0273,140.829,5205.9,9.69441,0.435,92-2-4,pyramidal,79.36,46.33
92-2-5.CNG.swc,19360.3,19360.3,8295.38,6902.17,5,19,43,243.09,412.25,347.31,0.728436,353.091,52140.7,459.669,78842.1,5,2.38251,0.848385,1,8.31818,42,0.417544,1.65741,2,94.7213,1704.98,24.8048,1.03353,81.492,160.973,4060.26,11.124,0.385,92-2-5,pyramidal,105.75,320.1
92-2-6.CNG.swc,25012.3,25012.3,10841.5,9934.88,5,20,45,394.03,399.06,284.07,0.666558,395.941,81846.7,612.011,111288,5,3.20202,0.862094,1,10.7609,43,0.461905,1.62124,2,69.8704,1327.54,27.0636,1.04091,65.2078,119.119,4912.44,9.94422,0.35125,92-2-6,pyramidal,186.5,334.84
92-2-7.CNG.swc,30996.3,30996.3,17155.6,15134.9,9,24,57,322.41,428.43,209.07,0.805549,375.483,96371.3,561.379,130995,7,2.45696,0.894464,1,11.0172,40,0.559524,1.60866,2,79.9386,1838.59,36.0449,1.02986,71.4769,164.831,5843.24,9.15868,0.371,92-2-7,pyramidal,111.5,211.03
92-2-8.CNG.swc,29467.2,29467.2,8774.48,9571.05,5,16,37,316.65,438.05,208.32,0.594967,360.859,88132.9,533.743,117299,5,2.55455,0.880484,1,14.4737,52,0.520833,1.52451,2,91.1157,1366.74,25.008,1.042,74.4153,140.706,4434.91,8.07817,0.34375,92-2-8,pyramidal,53.37,48.16
92-2-9.CNG.swc,19020.6,19020.6,8670.98,6843.7,5,21,47,370.62,454.11,242.4,0.601945,439.852,85430.3,498.715,110052,4,2.405,0.895111,1,12.5,59,0.349206,1.64465,2,79.0186,1580.37,37.0049,1.02791,75.8253,107.091,4557.23,7.60807,0.38625,92-2-9,pyramidal,346.61,309.16
92-3-1.CNG.swc,27760.3,27760.3,8932.39,9561.33,8,27,62,300.19,202.74,156.79,0.698,236.733,35717.1,331.73,52479.9,4,2.14508,0.894325,1,6.12698,27,0.382716,1.53276,2,67.083,1744.16,35.704,1.02012,68.5323,139.794,3855.53,10.0144,0.545,92-3-1,pyramidal,54.56,76.14
92-3-2.CNG.swc,32270.7,32270.7,12063.8,11464.5,9,21,51,452.95,408.66,202.24,0.715678,349.247,73266.5,459.629,99478.7,4,1.7451,0.882084,1,9.80769,41,0.38254,1.46523,2,72.7375,1454.75,31.9224,1.02975,66.2986,127.18,5172.31,10.1617,0.510833,92-3-2,pyramidal,235.7,277.06
92-3-3.CNG.swc,31426.1,31426.1,12627.2,11416.5,8,17,42,417.84,480.22,216.64,0.760287,448.253,86151.1,503.359,107478,4,1.89606,0.873942,1,12.9767,43,0.45098,1.62852,2,72.9003,1166.41,24.6861,1.02859,60.3129,131.679,5146.68,9.24001,0.71625,92-3-3,pyramidal,62.06,446.73
92-3-4.CNG.swc,30302.1,30302.1,11422.8,11302,8,23,54,324.79,559.61,168.92,0.732077,561.846,71668.9,588.218,99074.2,4,1.89338,0.891071,1,9.89091,63,0.347826,1.57099,2,75.1433,1653.15,37.0918,1.03033,63.0701,151.808,4586.14,8.44594,0.458,92-3-4,pyramidal,210.71,509.61
92-3-5.CNG.swc,11192.8,11192.8,10892.2,7614.97,7,24,55,214.28,213.76,249.97,0.676716,247.797,56525.8,340.447,81386.9,4,2.33737,0.893564,1,8.83929,33,0.534722,1.53006,2,93.5191,2150.94,31.6429,1.02074,84.6283,140.702,4673.62,9.46076,0.370833,92-3-5,pyramidal,40.67,213.75
92-3-6.CNG.swc,21663.6,21663.6,9034.38,8076.93,6,24,54,421.41,218.8,233.69,0.620649,315.947,74479,449.509,98032,5,2.75514,0.896585,1,9.72727,51,0.44504,1.57991,2,75.138,1728.17,36.764,1.02122,54.018,125.768,4395.15,8.23062,0.551667,92-3-6,pyramidal,51.98,61.01
92-3-7.CNG.swc,18755.9,18755.9,10360.4,7971.1,7,17,41,356.33,527.04,217.01,0.699792,524.045,75975,579.457,104804,4,1.78198,0.865668,1,13.2143,60,0.54902,1.3708,2,85.6752,1370.8,31.0413,1.03471,75.0904,145.321,4853.15,8.76019,0.465833,92-3-7,pyramidal,57.34,522.91
92-3-8.CNG.swc,18198.3,18198.3,13553.3,10965,8,26,60,354.94,390.81,257.55,0.740539,407.218,84953.8,483.857,109671,4,2.05052,0.885697,1,11.0328,53,0.326923,1.52641,2,87.4042,2185.1,42.1323,1.02762,66.6354,142.106,5015.23,7.46314,0.497857,92-3-8,pyramidal,123.6,409.62
93-1-1.CNG.swc,22051.5,22051.5,12042.6,9175.82,5,27,59,346.01,433.47,234.44,0.670622,371.731,76763.4,422.866,116991,5,2.8227,0.86111,1,9.4,38,0.398148,1.72391,2,83.348,2167.05,44.1501,1.02675,60.5807,136.471,5771.41,10.2512,0.38375,93-1-1,pyramidal,133.53,339.9
93-1-10.CNG.swc,19010.2,19010.2,15032.4,11637.1,8,26,60,475.18,395.4,272.69,0.695091,367.361,110984,648.133,150222,4,2.1289,0.911456,1,12.082,43,0.379487,1.55887,2,81.8707,2046.77,44.0123,1.02354,65.485,124.179,6212.86,8.44138,0.3325,93-1-10,pyramidal,144.04,245.4
93-1-2.CNG.swc,21855.8,21855.8,9206.28,8299.34,6,18,42,429.29,726.27,207.55,0.646416,345.992,62864.8,482.853,93455.2,4,2.40411,0.86919,1,10.186,47,0.407407,1.63128,2,77.8997,1324.29,25.6423,1.02569,61.0347,121.776,4276.83,9.78679,0.6025,93-1-2,pyramidal,153.3,537.74
93-1-3.CNG.swc,35838.8,35838.8,10343.1,12699.1,5,18,41,347.4,396.77,229.13,0.883968,309.554,49349.3,375.702,69596.3,5,2.41935,0.868142,1,8.85714,40,0.566667,1.59213,2,85.7405,1457.59,27.7053,1.02612,78.5941,121.895,3948.21,10.6421,0.40875,93-1-3,pyramidal,141.66,298.15
93-1-4.CNG.swc,51782,51782,19705.1,25158.7,5,32,69,479.55,649.06,265.5,0.735623,752.502,140001,850.171,198809,5,2.87848,0.880569,1,11.2857,75,0.385937,1.7592,2,81.6175,2530.14,41.0436,1.02609,69.8717,133.646,6805.56,8.62555,0.31125,93-1-4,pyramidal,300.18,668.33
93-1-5.CNG.swc,42488.1,42488.1,9436.05,16115,5,17,39,329.36,187.56,238.99,1.0745,248.737,26342.7,301.196,35149.4,4,2.16872,0.874364,1,6.075,26,0.5,1.5551,2,68.5828,1097.33,24.8552,1.03563,76.0575,155.232,2609.42,10.7827,0.36,93-1-5,pyramidal,77.38,130.73
93-1-6.CNG.swc,21239.4,21239.4,9238.32,8322.17,6,18,42,437.67,287.15,195.05,0.619663,344.202,76068.8,517.411,108882,3,2.18284,0.889339,1,12.4651,58,0.324074,1.49236,2,90.6235,1540.6,25.6616,1.02646,66.989,125.455,4280.42,8.00079,0.424,93-1-6,pyramidal,69.24,102.29
93-1-8.CNG.swc,21268.6,21268.6,12221.3,10984.7,6,22,50,312.69,649.97,266.26,0.900354,521.265,76513.7,556.51,96775.2,4,2.05119,0.904179,1,10.7255,73,0.454545,1.58151,2,81.1347,1703.83,35.9948,1.02842,68.6004,151.583,4190.24,7.67444,0.406,93-1-8,pyramidal,96.42,527.96
93-1-9.CNG.swc,16337.5,16337.5,9575.03,6986.77,6,25,56,344.43,481.17,242.02,0.614498,372.748,79055.7,446.75,101742,4,2.33073,0.935347,1,11.2456,57,0.306667,1.64175,2,79.1033,1898.48,34.4734,1.01392,68.2572,170.775,4785.15,7.47679,0.46,93-1-9,pyramidal,145.03,350.45
93-2-1.CNG.swc,28809.8,28809.8,12296.5,12793.7,5,15,35,399.97,677.95,215.13,0.826846,552.127,70020.4,610.746,92906,5,2.16785,0.908301,1,11.75,43,0.5,1.50251,2,72.8467,1019.85,21.4928,1.02347,78.8172,123.549,4208.11,9.97183,0.38625,93-2-1,pyramidal,169.63,532.55
93-2-10.CNG.swc,24236.3,24236.3,10870.6,10473.1,7,19,45,294.03,299.53,245.81,0.768477,216.139,53465.2,343.502,73856.4,3,2.01505,0.869673,1,10.1087,34,0.394737,1.3563,2,80.2579,1444.64,31.9023,1.02911,62.0576,145.489,3921.86,8.45228,0.507857,93-2-10,pyramidal,79.35,211
93-2-2.CNG.swc,45067.3,45067.3,15042.2,18007.2,7,20,47,392.45,663.69,229.14,0.931882,532.131,72654.5,581.337,101708,4,2.15336,0.873987,1,9.91667,51,0.56,1.52994,2,70.6886,1343.08,29.6898,1.02379,58.9316,132.581,4531.5,9.54,0.37,93-2-2,pyramidal,200.99,518.79
93-2-3.CNG.swc,34032.8,34032.8,13865.8,13683.1,5,26,57,425.38,478.88,211.34,0.757307,461.142,83096.7,519.594,116431,6,2.80431,0.868302,1,9.60345,45,0.380186,1.65101,2,93.9514,2348.79,29.953,1.03286,73.4799,147.577,5595.12,10.0632,0.413,93-2-3,pyramidal,291.45,371.08
93-2-4.CNG.swc,30984.8,30984.8,12074.3,13542,5,23,51,408.5,488.51,242.78,0.920059,463.81,54094.5,564.002,76237,4,2.3439,0.858451,1,7.88462,56,0.513458,1.66734,2,83.0025,1826.06,30.9275,1.03092,72.9001,133.598,4128.96,10.0953,0.33125,93-2-4,pyramidal,296.81,380.71
93-2-5.CNG.swc,47999.9,47999.9,13454.2,20507.6,4,15,34,507.91,568.33,224.98,1.16988,511.782,55645.3,524.519,71107.6,5,2.74859,0.890112,1,10.1143,57,0.466667,1.5697,2,93.1465,1304.05,19.6383,1.03359,64.9334,139.203,3251.71,9.21165,0.411667,93-2-5,pyramidal,319.22,431.18
93-2-6.CNG.swc,41736.4,41736.4,14892.5,16561.9,6,23,52,543.23,367.86,233.68,0.826031,383.117,83135.2,514.951,116176,4,2.50783,0.847771,1,10.8491,49,0.47971,1.47095,2,64.4237,1417.32,36.1885,1.03396,58.907,149.406,5588.86,9.73669,0.376,93-2-6,pyramidal,345.42,201.43
93-2-7.CNG.swc,30731.2,30731.2,11694.2,12090.5,5,20,45,576.56,476.58,203,0.688714,520.149,95613.8,616.228,120582,5,2.64322,0.910241,1,12.6739,55,0.379167,1.61915,2,75.6428,1437.21,25.4506,1.01802,62.2067,153.493,4496.7,7.72629,0.3425,93-2-7,pyramidal,428.95,340.35
93-2-8.CNG.swc,44215.8,44215.8,14046.6,15869,5,30,65,678.54,552.27,245.81,0.629846,589.936,138219,666.423,188963,4,2.7298,0.866955,1,12,80,0.312063,1.74367,2,76.996,2232.88,41.9861,1.02405,59.9673,124.422,6451.35,8.15594,0.31875,93-2-8,pyramidal,527.95,306.41
93-2-9.CNG.swc,35407.5,35407.5,12174.5,13858.6,5,24,53,470.22,472.92,268.15,0.655663,446.006,98715.1,494.559,139360,4,2.72755,0.903269,1,11.963,49,0.369444,1.67932,2,83.1762,1913.05,31.8933,1.02882,79.2724,161.996,5070.41,7.8611,0.31625,93-2-9,pyramidal,259.72,333.47
93-3-1.CNG.swc,40590.8,40590.8,12440.8,14097.2,6,14,34,231.19,533.62,239.54,0.870407,365.168,60253.2,443.739,87648.3,3,1.66102,0.808803,1,11.8,36,0.52381,1.60721,2,77.0331,1001.43,23.8553,1.03719,73.388,118.52,4444.97,10.7888,0.42,93-3-1,pyramidal,73.37,353.85
93-3-10.CNG.swc,37691.1,37691.1,18504,16330.1,8,54,116,353.75,312.37,249.97,0.526968,299.612,174451,512.659,245700,5,3.33529,0.888368,1,10.1709,40,0.381864,1.7312,2,82.7062,4383.43,80.7836,1.02258,61.0715,151.302,9332.18,7.84876,0.438125,93-3-10,pyramidal,33.93,68.8
93-3-2.CNG.swc,40002.3,40002.3,12684.3,14608.7,7,18,43,354.15,385.76,268.91,1.01869,379.799,49129.5,397.844,65291.8,3,1.7995,0.909644,1,9.06818,32,0.222222,1.57707,2,87.3112,1484.29,29.6389,1.02203,68.0793,115.335,3821.33,9.60133,0.4075,93-3-2,pyramidal,277.96,277.97
93-3-3.CNG.swc,18556.9,18556.9,9586.6,8971.71,6,15,36,372.01,579.79,242.4,0.696214,505.639,58836.6,543.396,85133.5,4,1.94903,0.864534,1,11.1351,46,0.502222,1.86012,2,79.2069,1108.9,24.784,1.03267,72.9955,141.664,4217.16,10.2607,0.435,93-3-3,pyramidal,249.19,437.14
93-3-4.CNG.swc,34356.8,34356.8,13249.6,13894.2,9,25,59,255.74,224.3,296.93,0.72898,247.1,61554.1,346.612,88015.1,3,1.95811,0.891797,1,9.15,33,0.453333,1.49566,2,99.6723,2392.13,40.6966,1.01741,72.5124,137.195,5448.65,9.9428,0.448571,93-3-4,pyramidal,43.65,178.89
93-3-5.CNG.swc,51436.9,51436.9,20555.8,23262.6,7,30,67,492.25,524.35,298.07,0.807158,733.93,109531,884.325,157633,5,2.39687,0.856341,1,10.3382,67,0.451111,1.62921,2,79.4067,2302.79,45.5402,1.035,66.0086,118.309,6749.48,9.61465,0.391667,93-3-5,pyramidal,529.35,500.95
93-3-6.CNG.swc,23666.8,23666.8,14626,10920.3,8,27,62,340.66,276.13,278.76,0.632696,324.204,123535,516.197,178245,5,2.32641,0.864474,1,12.9841,42,0.491358,1.59154,2,75.3641,1959.47,43.941,1.04621,73.8877,139.39,6915.41,8.4644,0.413333,93-3-6,pyramidal,164.08,139.45
93-3-7.CNG.swc,36786.3,36786.3,15134.3,15110.4,7,27,61,383.71,374.76,254.14,0.69986,441.576,92957.1,495.016,135277,5,2.75522,0.903265,1,10.8065,47,0.411111,1.59154,2,81.3852,2116.02,34.8017,1.02358,86.0797,151.078,5991.57,8.95601,0.413333,93-3-7,pyramidal,406.61,254.57
93-3-8.CNG.swc,21646.3,21646.3,10133.8,10016.7,5,21,47,411.49,294.02,220.81,0.673345,303.325,76700.8,463.385,109580,5,2.68037,0.878178,1,11.1458,49,0.380952,1.63867,2,75.895,1517.9,32.0454,1.03372,67.995,118.08,4288.98,8.0318,0.345,93-3-8,pyramidal,51.58,149.08
93-3-9.CNG.swc,34636.2,34636.2,10294.4,13205.2,6,22,50,383.51,492.64,245.81,0.815543,448.188,62390.8,526.136,87114.8,5,2.24208,0.901541,1,8.66667,56,0.372727,1.57153,2,82.818,1739.18,29.5418,1.01868,64.2249,144.689,3435.09,7.78931,0.362,93-3-9,pyramidal,195.03,420.16
94-1a-1.CNG.swc,21806.9,21806.9,12903.9,12404,6,23,52,382.52,307.79,248.84,0.820314,290.916,48317.9,505.294,72120.5,4,2.66938,0.87127,1,6.96226,29,0.329607,1.5407,2,68.002,1496.04,29.9596,1.03309,68.8986,129.471,4928.82,13.3935,0.4925,94-1a-1,pyramidal,97.41,163.3
94-1a-10.CNG.swc,23860.5,23860.5,10654.3,10084.4,6,24,54,319.62,313.29,239.74,0.807331,311.344,37144.9,393.274,49252.7,4,2.31673,0.916342,1,5.10909,20,0.438889,1.55657,2,85.5345,1967.29,26.715,1.0275,72.6401,146.929,4878.84,17.4244,0.480833,94-1a-10,pyramidal,124,54.58
94-1a-2.CNG.swc,15756.1,15756.1,9424.59,8317.42,6,20,46,277.57,304.39,241.64,0.97928,233.065,21700.5,323.337,28206.8,3,1.95122,0.884347,1,4.3617,13,0.308333,1.52399,2,61.8921,1175.95,22.866,1.03936,61.4061,116.345,3797.36,18.6145,0.341,94-1a-2,pyramidal,99.59,92.64
94-1a-3.CNG.swc,24231.4,24231.4,11500.9,10908.3,5,22,49,444.62,494.99,246.57,0.731218,360.849,52268.8,485.532,74027.6,4,2.62154,0.88818,1,6.5,24,0.394372,1.65352,2,64.0862,1345.81,23.5838,1.02538,52.5407,146.008,5514.77,17.0209,0.33875,94-1a-3,pyramidal,53.57,70.64
94-1a-4.CNG.swc,13736.4,13736.4,11853.6,9169.52,5,32,69,351.15,375.26,271.94,0.70984100000000006,308.594,42558.7,463.182,64880.9,5,2.93375,0.888478,1,4.52857,20,0.46746,1.75926,2,68.4838,2123,29.0184,1.03637,65.2914,137.467,5695.98,18.0252,0.31375,94-1a-4,pyramidal,57.54,46.33
94-1a-5.CNG.swc,15341.5,15341.5,11962.2,8229.9,5,27,59,470.52,331.36,268.91,0.683826,321.602,58476.2,526.792,82221.7,6,3.02475,0.871624,1,6.73333,37,0.546737,1.71768,2,66.6108,1731.88,31.1236,1.03745,63.4433,131.246,5991.34,14.8668,0.33875,94-1a-5,pyramidal,72.21,73.85
94-1a-6.CNG.swc,10077.7,10077.7,6868.52,4756.86,8,15,38,217.88,213.76,243.92,0.843512,237.113,21604.1,351.131,30140.8,4,1.49554,0.888608,1,5.74359,24,0.5,1.21798,2,60.2801,843.922,20.7545,1.03772,75.1915,135.268,3122.7,14.0031,0.441667,94-1a-6,pyramidal,56.35,55.04
94-1a-7.CNG.swc,25580.2,25580.2,12499.5,12293.9,6,28,62,312.03,477.05,262.84,0.825412,314.506,46542.4,431.054,65718.2,5,2.64848,0.915043,1,5.2381,17,0.320578,1.73995,5.55112,71.7786,1938.02,31.6425,1.02073,63.0464,162.191,5751.88,17.4829,0.448333,94-1a-7,pyramidal,73.01,43.11
94-1a-8.CNG.swc,25443.1,25443.1,11322.4,10388.3,6,24,54,328.16,313.29,235.58,0.748967,311.676,46538.3,494.571,62816.3,4,2.47463,0.918073,1,6.09091,25,0.522222,1.56079,2,75.4892,1736.25,27.65,1.02407,69.2696,115.783,5447.07,16.3086,0.498333,94-1a-8,pyramidal,131.15,59.63
94-1a-9.CNG.swc,19562.9,19562.9,9765.88,7300.97,6,23,52,271.91,398.56,233.69,0.734538,293.924,40679.2,391.28,54192.9,4,2.45578,0.919204,1,5.54717,17,0.4,1.61774,2,72.352,1591.74,24.8122,1.03384,64.9663,117.142,5240.1,17.8843,0.491,94-1a-9,pyramidal,84.02,59.63
94-2a-1.CNG.swc,70482.6,70482.6,22260,37057,6,34,74,321.44,579.56,276.11,0.976491,394.485,61160.5,533.605,83987.3,5,2.76819,0.890876,1,4.94667,13,0.444048,1.71492,2,60.9001,2009.7,44.8565,1.01946,57.0846,125.009,7874.86,21.2834,0.296,94-2a-1,pyramidal,194.52,202.74
94-2a-10.CNG.swc,13652.6,13652.6,5687.35,5396.03,5,15,35,282.13,182.1,258.69,1.04969,225.221,13441.7,281.857,17162.8,3,2.09091,0.928433,1,3.66667,10,0.466667,1.50896,2,74.4312,1042.04,14.3704,1.02646,59.0768,104.993,2304.29,17.59,0.41,94-2a-10,pyramidal,42.46,81.19
94-2a-2.CNG.swc,17116.7,17116.7,7638.94,7692.9,4,20,44,345.22,233.01,220.81,0.856762,312.861,27610,358.694,34840.8,5,2.96465,0.92021,1,4.4,14,0.423214,1.64917,2,52.9858,1006.73,20.3966,1.01983,53.0275,121.091,3618.02,18.3656,0.50375,94-2a-2,pyramidal,36.1,56.42
94-2a-3.CNG.swc,10559.1,10559.1,6000.64,4600.4,4,13,30,390.42,251,238.99,0.729441,295.485,29016.4,472.504,40219.6,5,2.43128,0.898711,1,6.80645,27,0.533333,1.7076,2,73.52,882.24,17.3747,1.02204,62.8117,97.1125,3007.73,14.3225,0.3475,94-2a-3,pyramidal,45.83,71.56
94-2a-4.CNG.swc,18220.2,18220.2,9408.87,7992.53,6,19,44,356.28,338.52,220.8,0.849083,258.433,29295.4,365.427,39489.7,4,2.1,0.913465,1,5.33333,16,0.250877,1.60241,2,68.0649,1225.17,25.59,1.0236,66.748,132.301,4246.32,17.767,0.36125,94-2a-4,pyramidal,231.33,170.64
94-2a-5.CNG.swc,15952,15952,12620.1,9451.84,8,28,64,286.53,372.92,271.94,0.84935,261.16,35852.4,363.846,47537.8,5,2.22183,0.93522,1,4.36923,17,0.37415,1.59612,2,69.214,1868.78,30.4892,1.01631,58.5098,108.204,5383.3,19.0223,0.363333,94-2a-5,pyramidal,167.67,104.13
94-2a-6.CNG.swc,24048.4,24048.4,12260.8,11743.5,7,28,63,536.09,315.46,282.54,0.804504,397.731,46833.2,481.032,60174.7,5,2.46488,0.906454,1,4.67188,17,0.328571,1.61905,2,74.688,2016.58,24.5767,1.02403,61.2514,155.899,5637,18.9161,0.48,94-2a-6,pyramidal,54.36,111.92
94-2a-7.CNG.swc,16652.2,16652.2,7749.22,9356.66,5,17,39,355.23,224.69,243.16,1.26729,236.919,14008,336.658,18167.4,4,1.90551,0.952919,1,3.175,12,0.443137,1.5633,2,63.9351,1022.96,13.2895,1.02227,61.1085,133.155,2301.59,18.2666,0.39375,94-2a-7,pyramidal,92.06,128.9
94-2a-8.CNG.swc,19333.3,19333.3,6718.46,7366.78,4,21,46,281.91,285.49,187.86,0.963842,223.978,19669.4,465.158,28779.6,5,2.80606,0.92919,1,3.51064,11,0.435374,1.73118,2,70.102,1402.04,15.3091,1.0206,74.5095,144.043,2994.21,18.2574,0.365,94-2a-8,pyramidal,81.15,35.04
94-2a-9.CNG.swc,7501.16,7501.16,7576.93,4532.68,8,17,42,306.13,243.11,236.34,0.918101,269.669,18985.6,346.366,23862.8,3,1.59091,0.910897,1,4.09302,13,0.372549,1.25283,2,56.5132,904.211,21.5872,1.02796,48.0746,91.4783,3204.17,18.3096,0.435,94-2a-9,pyramidal,73.21,71.56
94-3-1.CNG.swc,10173.7,10173.7,9402.39,5098.37,6,27,60,253.33,247.7,254.14,0.598881,242.83,56589.9,397.766,83251.2,4,2.74803,0.847781,1,8.32787,32,0.369489,1.65126,2,65.0556,1691.45,33.8807,1.05877,61.2445,121.819,5370.8,10.5933,0.36,94-3-1,pyramidal,16.46,106.43
94-3-2.CNG.swc,20339.4,20339.4,11387.6,7931.9,6,32,70,368.81,320.61,269.3,0.608424,315.673,68611.7,528.153,106129,5,2.7795,0.848962,1,7.28169,36,0.419792,1.7677,2,56.0716,1738.22,38.4931,1.04035,66.872,143.027,6391.88,12.3874,0.39375,94-3-2,pyramidal,85.91,230.27
94-3-3.CNG.swc,16780.1,16780.1,13426.1,9429.34,7,32,71,376.92,404.05,259.06,0.59836,323.328,82992.8,469.546,132479,6,2.83007,0.848773,1,8.5,39,0.445312,1.66126,2,68.6376,2127.77,46.8387,1.04086,77.8674,121.883,6699.92,10.9655,0.4375,94-3-3,pyramidal,100.44,44.67
94-3-4.CNG.swc,20585.3,20585.3,11087.2,10209.6,5,16,37,331.68,555.46,234.82,0.696299,384.445,61072.2,609.191,90298.3,4,2.5199,0.865356,1,10.5789,44,0.3375,1.6389,2,71.8037,1077.06,21.8597,1.04094,62.1391,106.285,4780.21,11.9207,0.313333,94-3-4,pyramidal,144.04,44.95
94-3a-10.CNG.swc,33521.7,33521.7,16825.9,17847.6,8,40,88,402.07,320.19,257.17,0.714582,298.353,55220.4,429.891,75454.1,5,2.59413,0.91692,1,4.59551,17,0.297917,1.63652,2,78.2323,3051.06,39.652,1.01672,76.0546,148.461,7469.38,18.3073,0.43375,94-3a-10,pyramidal,45.29,83.49
94-3a-5.CNG.swc,28527.2,28527.2,12973.6,14002.4,7,22,51,361.27,299.97,230.27,0.964746,320.221,33640.1,425.135,48723.4,4,2.29851,0.890117,1,5.15385,17,0.44697,1.56805,2,69.3967,1457.33,28.5128,1.01831,66.5791,141.102,5084.14,19.0417,0.546,94-3a-5,pyramidal,44.5,123.72
94-3a-6.CNG.swc,32841.1,32841.1,14736.8,13030.7,7,28,63,396.38,398.26,261.72,0.708127,369.404,73041.7,521.6,95430.9,4,2.34824,0.906656,1,6.64062,24,0.295238,1.636,2,70.7173,1909.37,34.8037,1.02364,62.5634,124.527,7376.88,17.3983,0.405,94-3a-6,pyramidal,71.01,71.67
94-3a-7.CNG.swc,45186.1,45186.1,14845.1,16981.9,7,30,67,383.49,462.37,224.6,0.758481,339.064,59699.6,471.305,79327.7,5,2.88889,0.911578,1,5.69118,29,0.285101,1.74701,2,65.5741,1901.65,37.1465,1.03185,67.2513,122.758,6806.47,17.6333,0.34625,94-3a-7,pyramidal,72.81,48.17
94-3a-8.CNG.swc,28140.6,28140.6,12900.1,11682.4,5,30,65,523.98,380.27,236.71,0.734414,446.166,57574.3,636.772,80063.2,6,3.15969,0.914285,1,5.78788,29,0.49177,1.74498,2,76.162,2208.7,37.5905,1.01596,64.5336,138.651,6683.11,17.541,0.32875,94-3a-8,pyramidal,54.36,36.47
94-3a-9.CNG.swc,38363.5,38363.5,13323.3,15486.8,6,32,70,379.83,333.73,240.12,0.822299,311.003,42160.5,408.246,59206.3,5,2.9966,0.932636,1,4.14085,16,0.431002,1.69815,2,78.328,2428.17,26.3791,1.01458,70.0466,129.428,5736.47,19.5784,0.306,94-3a-9,pyramidal,22.52,144.61
95-1-1.CNG.swc,25914.8,25914.8,11286.1,10810,5,32,69,444.12,209.58,244.29,0.763218,319.031,46859.6,499.662,75934,8,4.03526,0.92028,1,4.45714,14,0.522879,1.82113,2,69.523,2155.21,30.4181,1.01394,57.9103,161.878,5619.58,18.0694,0.335,95-1-1,pyramidal,45.83,59.62
